Country,Employment,ConvertedComp,EdLevel,YearsCodePro
Germany,Employed full-time,47563.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United Kingdom,Employed full-time,372264.0,Some college/university study without earning a degree,4
Canada,Employed full-time,33900.0,Some college/university study without earning a degree,1
Germany,Employed full-time,50266.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
India,Employed full-time,10471.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United Kingdom,Employed full-time,46533.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United States,Employed full-time,108000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,118500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
United States,Employed full-time,60000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,70000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,140000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16
Canada,Employed full-time,77144.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27
United Kingdom,Employed full-time,84019.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13
Kyrgyzstan,Employed full-time,312.0,I never completed any formal education,4
United States,Employed full-time,180000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Germany,Employed full-time,45396.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12
United States,Employed full-time,95000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,115000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13
United States,Employed full-time,140000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,156000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
Canada,Employed full-time,55967.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12
United States,Employed full-time,1500000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13
Croatia,Employed full-time,45288.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26
Egypt,Employed full-time,6000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
United States,Employed full-time,100000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17
United Kingdom,Employed full-time,40070.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,250000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",30
Germany,Employed full-time,81074.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
United States,Employed full-time,59999.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1
United Kingdom,Employed full-time,84019.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
Canada,Employed full-time,71850.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
Poland,Employed full-time,25272.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Argentina,Employed full-time,14796.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14
Canada,Employed full-time,71494.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Canada,Employed full-time,48950.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year
Iran,Employed full-time,25656.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,156500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18
United States,Employed full-time,175000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
United States,Employed full-time,98000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Brazil,Employed full-time,12372.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
Finland,Employed full-time,45396.0,Some college/university study without earning a degree,10
United States,Employed full-time,140000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24
Canada,Employed full-time,52942.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
United States,Employed full-time,98000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,90000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,50000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",1
Canada,Employed full-time,98321.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
United States,Employed full-time,150000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
Ireland,Employed full-time,151337.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",8
Portugal,Employed full-time,12324.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Spain,Employed full-time,415092.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",7
United States,Employed full-time,60000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
Mexico,Employed full-time,48478.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
Brazil,Employed full-time,32070.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
United States,Employed full-time,119200.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6
Ghana,Employed full-time,8544.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Turkey,Employed full-time,575.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Brazil,Employed full-time,32070.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18
Canada,Employed full-time,68824.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,175000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13
Canada,Employed full-time,137271.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
United States,Employed full-time,95000.0,Some college/university study without earning a degree,25
United States,Employed full-time,88000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Germany,Employed part-time,42804.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Albania,Employed full-time,10812.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Norway,Employed full-time,75527.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Italy,Employed full-time,37834.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14
United States,Employed full-time,150000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",13
Pakistan,Employed full-time,17124.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United States,Employed full-time,56083.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
United States,Employed full-time,105000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Morocco,Employed full-time,8256.0,"Associate degree (A.A., A.S., etc.)",5
United States,Employed full-time,100000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
France,Employed full-time,54049.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
United States,Employed full-time,112500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30
United States,Employed full-time,88800.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2
United States,Employed full-time,130000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25
United States,Employed full-time,126000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",21
United States,Employed full-time,150000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17
United States,Employed full-time,120000.0,"Associate degree (A.A., A.S., etc.)",11
United States,Employed full-time,95000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
United States,Employed full-time,67000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
United States,Employed full-time,150000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30
United States,Employed full-time,159000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19
United States,Employed full-time,120000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21
United States,Employed full-time,150000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",11
United States,"Independent contractor, freelancer, or self-employed",249000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16
India,Employed full-time,34206.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8
Italy,Employed full-time,17508.0,Some college/university study without earning a degree,3
France,Employed full-time,37834.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,87000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Tunisia,Employed full-time,12624.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
United States,Employed full-time,94000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
Germany,Employed full-time,51888.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Canada,Employed full-time,35395.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,72000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Canada,"Independent contractor, freelancer, or self-employed",127056.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
Ecuador,Employed full-time,48000.0,"Professional degree (JD, MD, etc.)",10
United States,Employed full-time,94000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9
United States,Employed full-time,250000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
Canada,Employed full-time,85085.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
United Kingdom,Employed full-time,67215.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12
Italy,Employed full-time,38916.0,Some college/university study without earning a degree,10
Hungary,Employed full-time,38484.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
India,Employed full-time,5028.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Canada,Employed full-time,30253.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
United States,Employed full-time,74000.0,Some college/university study without earning a degree,1
United States,Employed full-time,100300.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21
Brazil,Employed full-time,24744.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
United States,Employed full-time,72000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
Pakistan,"Independent contractor, freelancer, or self-employed",192.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Germany,Employed full-time,51888.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12
United States,Employed full-time,98000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
United States,Employed full-time,200000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23
United States,Employed full-time,64400.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Haiti,Employed full-time,38364.0,Some college/university study without earning a degree,2
Ukraine,Employed full-time,29364.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Canada,Employed full-time,75631.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22
Argentina,Employed full-time,35028.0,"Professional degree (JD, MD, etc.)",25
United States,Employed full-time,150000.0,"Associate degree (A.A., A.S., etc.)",30
Brazil,Employed full-time,15120.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Canada,Employed full-time,151263.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",13
United States,"Independent contractor, freelancer, or self-employed",16250.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
Switzerland,Employed part-time,76237.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
United States,Employed full-time,150000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13
United States,Employed full-time,185000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
United States,Employed full-time,2000000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
United States,Employed full-time,156000.0,Some college/university study without earning a degree,22
United States,Employed full-time,75000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
United Kingdom,"Independent contractor, freelancer, or self-employed",23267.0,I never completed any formal education,7
United Kingdom,Employed full-time,81433.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
Germany,Employed full-time,73507.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9
United States,Employed full-time,110000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
United States,Employed full-time,107000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
United States,Employed full-time,150000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
United States,Employed full-time,90000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United States,Employed full-time,175000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",30
Sweden,Employed full-time,38456.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Lithuania,Employed full-time,51888.0,Some college/university study without earning a degree,12
United Kingdom,Employed full-time,958584.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",17
United States,Employed full-time,140000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
United States,Employed full-time,60000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,50000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1
United States,"Independent contractor, freelancer, or self-employed",45000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,150000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
United States,Employed full-time,166500.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",12
United States,Employed full-time,112000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",20
El Salvador,Employed full-time,6000.0,"Professional degree (JD, MD, etc.)",9
France,Employed full-time,70264.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
India,Employed full-time,39093.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,"Independent contractor, freelancer, or self-employed",2000000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,90000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Germany,Employed full-time,46915.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
Honduras,Employed full-time,29436.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
Canada,Employed full-time,75631.0,Some college/university study without earning a degree,16
United Kingdom,Employed full-time,25852.0,Some college/university study without earning a degree,1
United States,Employed full-time,55000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",14
United States,Employed full-time,118000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",10
United States,Employed full-time,120000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Czech Republic,"Independent contractor, freelancer, or self-employed",14544.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,52000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
United Kingdom,Employed full-time,38778.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
United Kingdom,Employed full-time,68184.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
Canada,Employed full-time,75631.0,Some college/university study without earning a degree,27
United States,Employed full-time,170000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",32
United States,"Independent contractor, freelancer, or self-employed",250000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",More than 50 years
United States,Employed full-time,130000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
India,Employed full-time,30716.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
